Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller,Time_fixed,x_mapped,y_mapped,Matched
,Mixed / non conventional,45.0,39.0,34.5,49.5,1.15,0.0,-109.883,2372.539,-24.74,0,,1/28/2024 5:26:52 PM,0,1900-01-01 17:26:52,478692.017,3617304.347,1
,Mixed / non conventional,45.0,39.0,48.0,34.5,1.08,0.0,142.025,2372.539,17.99,0,,1/28/2024 5:26:52 PM,0,1900-01-01 17:26:52,,,0
,Mixed / non conventional,45.0,39.0,33.0,51.0,1.22,0.0,-76.773,2372.539,-37.7,0,,1/28/2024 5:26:52 PM,0,1900-01-01 17:26:52,,,0
,Mixed / non conventional,45.0,39.0,49.5,33.0,1.17,0.0,92.902,2372.539,29.87,0,,1/28/2024 5:26:52 PM,0,1900-01-01 17:26:52,,,0
,Mixed / non conventional,45.0,39.0,36.0,48.0,1.03,0.0,-173.342,2372.539,-14.14,0,,1/28/2024 5:26:52 PM,0,1900-01-01 17:26:52,,,0
,Mixed / non conventional,45.0,39.0,46.5,36.0,0.84,0.0,240.971,2372.539,8.32,0,,1/28/2024 5:26:52 PM,0,1900-01-01 17:26:52,,,0
,Mixed / non conventional,45.0,39.0,37.5,46.5,0.77,0.0,-311.419,2372.539,-5.89,0,,1/28/2024 5:26:52 PM,0,1900-01-01 17:26:52,,,0
,Mixed / non conventional,45.0,39.0,43.5,37.5,0.7,0.0,259.278,2372.539,6.43,0,,1/28/2024 5:26:52 PM,0,1900-01-01 17:26:52,,,0
,Mixed / non conventional,45.0,39.0,40.5,43.5,0.72,0.0,-241.749,2372.539,-7.07,0,,1/28/2024 5:26:52 PM,0,1900-01-01 17:26:52,,,0
,Mixed / non conventional,45.0,39.0,42.0,40.5,0.83,0.0,139.589,2372.539,14.14,0,,1/28/2024 5:26:52 PM,0,1900-01-01 17:26:52,,,0
