Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller,Time_fixed,x_mapped,y_mapped,Matched
,Mixed / non conventional,40.0,34.0,44.5,28.0,1.14,0.0,90.241,2366.582,29.87,0,,1/28/2024 5:26:41 PM,0,1900-01-01 17:26:41,478692.4434,3617310.896,1
,Mixed / non conventional,40.0,34.0,29.5,44.5,1.1,0.0,-105.31,2366.582,-24.74,0,,1/28/2024 5:26:41 PM,0,1900-01-01 17:26:41,,,0
,Mixed / non conventional,40.0,34.0,43.0,29.5,1.04,0.0,137.15,2366.582,17.99,0,,1/28/2024 5:26:41 PM,0,1900-01-01 17:26:41,,,0
,Mixed / non conventional,40.0,34.0,31.0,43.0,0.99,0.0,-165.524,2366.582,-14.14,0,,1/28/2024 5:26:41 PM,0,1900-01-01 17:26:41,,,0
,Mixed / non conventional,40.0,34.0,28.0,46.0,1.18,0.0,-73.973,2366.582,-37.7,0,,1/28/2024 5:26:41 PM,0,1900-01-01 17:26:41,,,0
,Mixed / non conventional,40.0,34.0,32.5,41.5,0.74,0.0,-297.218,2366.582,-5.89,0,,1/28/2024 5:26:41 PM,0,1900-01-01 17:26:41,,,0
,Mixed / non conventional,40.0,34.0,38.5,32.5,0.67,0.0,245.979,2366.582,6.43,0,,1/28/2024 5:26:41 PM,0,1900-01-01 17:26:41,,,0
,Mixed / non conventional,40.0,34.0,35.5,38.5,0.7,0.0,-234.251,2366.582,-7.07,0,,1/28/2024 5:26:41 PM,0,1900-01-01 17:26:41,,,0
,Mixed / non conventional,40.0,34.0,37.0,35.5,0.81,0.0,135.283,2366.582,14.14,0,,1/28/2024 5:26:41 PM,0,1900-01-01 17:26:41,,,0
,Mixed / non conventional,40.0,34.0,41.5,31.0,0.81,0.0,231.861,2366.582,8.32,0,,1/28/2024 5:26:41 PM,0,1900-01-01 17:26:41,,,0
