Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller,Time_fixed,x_mapped,y_mapped,Matched
,Mixed / non conventional,37.0,31.0,25.0,43.0,1.2,0.0,-76.134,2384.008,-37.7,0,,1/28/2024 5:26:34 PM,0,1900-01-01 17:26:34,478693.1563,3617315.5,1
,Mixed / non conventional,37.0,31.0,34.0,32.5,0.8,0.0,135.603,2384.008,14.14,0,,1/28/2024 5:26:34 PM,0,1900-01-01 17:26:34,,,0
,Mixed / non conventional,37.0,31.0,32.5,35.5,0.7,0.0,-236.765,2384.008,-7.07,0,,1/28/2024 5:26:34 PM,0,1900-01-01 17:26:34,,,0
,Mixed / non conventional,37.0,31.0,35.5,29.5,0.67,0.0,250.196,2384.008,6.43,0,,1/28/2024 5:26:34 PM,0,1900-01-01 17:26:34,,,0
,Mixed / non conventional,37.0,31.0,29.5,38.5,0.76,0.0,-307.097,2384.008,-5.89,0,,1/28/2024 5:26:34 PM,0,1900-01-01 17:26:34,,,0
,Mixed / non conventional,37.0,31.0,38.5,28.0,0.84,0.0,241.419,2384.008,8.32,0,,1/28/2024 5:26:34 PM,0,1900-01-01 17:26:34,,,0
,Mixed / non conventional,37.0,31.0,28.0,40.0,1.02,0.0,-171.849,2384.008,-14.14,0,,1/28/2024 5:26:34 PM,0,1900-01-01 17:26:34,,,0
,Mixed / non conventional,37.0,31.0,40.0,26.5,1.08,0.0,143.126,2384.008,17.99,0,,1/28/2024 5:26:34 PM,0,1900-01-01 17:26:34,,,0
,Mixed / non conventional,37.0,31.0,26.5,41.5,1.13,0.0,-108.796,2384.008,-24.74,0,,1/28/2024 5:26:34 PM,0,1900-01-01 17:26:34,,,0
,Mixed / non conventional,37.0,31.0,41.5,25.0,1.17,0.0,93.598,2384.008,29.87,0,,1/28/2024 5:26:34 PM,0,1900-01-01 17:26:34,,,0
