Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller,Time_fixed,x_mapped,y_mapped,Matched
,Mixed / non conventional,36.0,30.0,24.0,42.0,1.15,0.0,-72.252,2359.011,-37.7,0,,1/28/2024 5:26:31 PM,0,1900-01-01 17:26:31,478693.0105,3617317.418,1
,Mixed / non conventional,36.0,30.0,27.0,39.0,0.96,0.0,-160.51,2359.011,-14.14,0,,1/28/2024 5:26:31 PM,0,1900-01-01 17:26:31,,,0
,Mixed / non conventional,36.0,30.0,40.5,24.0,1.11,0.0,88.019,2359.011,29.87,0,,1/28/2024 5:26:31 PM,0,1900-01-01 17:26:31,,,0
,Mixed / non conventional,36.0,30.0,25.5,40.5,1.07,0.0,-102.296,2359.011,-24.74,0,,1/28/2024 5:26:31 PM,0,1900-01-01 17:26:31,,,0
,Mixed / non conventional,36.0,30.0,39.0,25.5,1.02,0.0,133.496,2359.011,17.99,0,,1/28/2024 5:26:31 PM,0,1900-01-01 17:26:31,,,0
,Mixed / non conventional,36.0,30.0,37.5,27.0,0.79,0.0,224.392,2359.011,8.32,0,,1/28/2024 5:26:31 PM,0,1900-01-01 17:26:31,,,0
,Mixed / non conventional,36.0,30.0,34.5,28.5,0.63,0.0,232.475,2359.011,6.43,0,,1/28/2024 5:26:31 PM,0,1900-01-01 17:26:31,,,0
,Mixed / non conventional,36.0,30.0,33.0,31.5,0.77,0.0,129.242,2359.011,14.14,0,,1/28/2024 5:26:31 PM,0,1900-01-01 17:26:31,,,0
,Mixed / non conventional,36.0,30.0,28.5,37.5,0.72,0.0,-286.571,2359.011,-5.89,0,,1/28/2024 5:26:31 PM,0,1900-01-01 17:26:31,,,0
,Mixed / non conventional,36.0,30.0,31.5,34.5,0.66,0.0,-221.123,2359.011,-7.07,0,,1/28/2024 5:26:31 PM,0,1900-01-01 17:26:31,,,0
