Unnamed: 0,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller,Time_fixed,x_mapped,y_mapped,Matched
,Mixed / non conventional,41.0,35.0,29.0,47.0,1.17,0.0,-73.687,2376.387,-37.7,0,,1/28/2024 5:26:43 PM,0,1900-01-01 17:26:43,478692.0377,3617309.666,1
,Mixed / non conventional,41.0,35.0,45.5,29.0,1.12,0.0,89.106,2376.387,29.87,0,,1/28/2024 5:26:43 PM,0,1900-01-01 17:26:43,,,0
,Mixed / non conventional,41.0,35.0,30.5,45.5,1.08,0.0,-103.975,2376.387,-24.74,0,,1/28/2024 5:26:43 PM,0,1900-01-01 17:26:43,,,0
,Mixed / non conventional,41.0,35.0,44.0,30.5,1.02,0.0,134.607,2376.387,17.99,0,,1/28/2024 5:26:43 PM,0,1900-01-01 17:26:43,,,0
,Mixed / non conventional,41.0,35.0,32.0,44.0,0.97,0.0,-162.471,2376.387,-14.14,0,,1/28/2024 5:26:43 PM,0,1900-01-01 17:26:43,,,0
,Mixed / non conventional,41.0,35.0,42.5,32.0,0.79,0.0,226.571,2376.387,8.32,0,,1/28/2024 5:26:43 PM,0,1900-01-01 17:26:43,,,0
,Mixed / non conventional,41.0,35.0,39.5,33.5,0.65,0.0,239.291,2376.387,6.43,0,,1/28/2024 5:26:43 PM,0,1900-01-01 17:26:43,,,0
,Mixed / non conventional,41.0,35.0,36.5,39.5,0.67,0.0,-226.876,2376.387,-7.07,0,,1/28/2024 5:26:43 PM,0,1900-01-01 17:26:43,,,0
,Mixed / non conventional,41.0,35.0,38.0,36.5,0.78,0.0,131.33,2376.387,14.14,0,,1/28/2024 5:26:43 PM,0,1900-01-01 17:26:43,,,0
,Mixed / non conventional,41.0,35.0,33.5,42.5,0.72,0.0,-290.569,2376.387,-5.89,0,,1/28/2024 5:26:43 PM,0,1900-01-01 17:26:43,,,0
